name,uri,genres,artist
Sexual,5pqUc0SPA1EmhdOyD9Ou45,['scandipop'],NEIKED
We Don't Have To Take Our Clothes Off,48wSJ6NhMFYYB6LjdnPNjM,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",Ella Eyre
Make Me (Cry),2BrzlUj1u1CtvaJDGIKpsP,"['alt z', 'dance pop', 'pop', 'post-teen pop']",Noah Cyrus
Underwater,04QZdz4g1qoDlPscXVXS1I,"['australian electropop', 'indietronica']",RÜFÜS DU SOL
Finest Hour (feat. Abir),0p0ljM6RxgpGt7wthGqBZa,"['dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'pop', 'pop dance', 'pop edm', 'tropical house']",Cash Cash
CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,"['rap', 'slap house']",Travis Scott
Faded - ODESZA Remix,74tsW4h0WDYRpfD19gc10W,"['edm', 'electro house']",ZHU
ZEZE (feat. Travis Scott & Offset),7l3E7lcozEodtVsSTCkcaA,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
3500,49SrrLoFCJgy3zHMq3COto,"['rap', 'slap house']",Travis Scott
Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,"['east coast hip hop', 'hip hop', 'rap', 'trap']",A$AP Rocky
We Won't,5pLjOLnVVOVK6uvHmhBz8f,"['alt z', 'indie cafe pop', 'indie poptimism', 'modern rock', 'pop']",Jaymes Young
Goin Thru Some Thangz,1V9iz4duKiJx0IenKsPleZ,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Jeremih
Millidelphia (feat. Swizz Beatz),1dQ84P0W0lOckT02lPEhhP,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Meek Mill
Drip Too Hard,1BxkZE73h9BN3qwuA15TA3,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Lil Baby
31 / 10,4TwbiHzsLKYydj4CxrufQB,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'social media pop']",RKCB
Tu Olor,48aHJHJyNBcuYIFGMrT5cQ,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",Ozuna
Family Don't Matter (feat. Millie Go Lightly),445YTBOjx9kYThBepGA9au,"['hip hop', 'rap', 'trap']",Young Thug
Heads Will Roll - A-Trak Remix,2idmlkd8oUaQvYEtINpLBX,"['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'rock']",Yeah Yeah Yeahs
Go Fuck Yourself,4NZrZgrRoR4GwR7flWOXRI,"['indie poptimism', 'modern rock', 'pop']",Two Feet
No Type,4scpF6J5uMBvoh6sFB7EL1,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Rae Sremmurd
Buried (feat. Rome Fortune),3uhw3Z237K3cr1dSwRTvcM,"['aussietronica', 'edm', 'electro house', 'electronic trap', 'electropop', 'escape room', 'future bass', 'vapor twitch']",What So Not
Highly Possible (feat. Waka Flocka Flame),2B6ZkjFk1vpqKlndTCvFas,"['edm', 'electronic trap', 'electropop', 'vapor twitch']",Big Gigantic
Dance For Me (feat. NAV),2MyCT1iCuBUhcO8zbjOyRW,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",Tory Lanez
"If I'm Lyin, I'm Flyin",2uMTscYuCT3BZ0OCzH3MwN,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
Free Mind,1C4GpCE2xJkS8LziI6fYCq,['australian reggae fusion'],Tash Sultana
Still Beating,2N4idqj9TT3HnH2OFT9j0v,"['edmonton indie', 'lo-fi indie']",Mac DeMarco
Boca Raton (with A$AP Ferg),72ic9IhRix05fIkRzGGMXD,"['permanent wave', 'pop punk', 'punk']",Bas
They Don't Know - Radio Edit,3ddsRCIG5TcpytqsfTOnX1,"['australian psych', 'neo-psychedelic']",Disciples
Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,"['latin', 'reggaeton', 'trap latino']",Nio Garcia
It's Late,68rJ0H3kRU7w6Px2pWsH0M,"['brooklyn indie', 'dreamo']",A Beacon School
Bam Bam,7cKLOenzViwzoHJWciMIrj,"['dub', 'old school dancehall', 'reggae', 'roots reggae']",Sister Nancy
Electric Pow Wow Drum,5e8v4ibmsMHxHLALe5KaiZ,"['canadian indigenous', 'canadian indigenous hip hop', 'escape room', 'ottawa rap']",The Halluci Nation
Radar (feat. HONNE),1eqaKknyrnApkoUST7Wc3F,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
After The Storm,1vXHRgrkWnCMab8dhVPh0f,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
Hot Gates,3Du5FgiwsC9lJKqcMcJxKI,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
Only Love,6XVhftVkMt5Eo50gyBUltu,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
Cold Arms,1jmHb63g94JWrQC2lN3LKK,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
White Blank Page,2QulT0LDnhH7011gzjFvLS,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
Friend of the Devil,6FhTIsbEDEel7ju6pnKYtS,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
Believe,4A57CXs3jAmyNTMAwWaV53,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons
One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Calvin Harris
Apricot Princess,28GbaBYFpYi1J61fXnGSfd,"['bedroom pop', 'pop']",Rex Orange County
In the Morning,01wpPOPqQ3XyS6hBN00HfK,"['edm', 'electro house']",ZHU
Let You Down,2MK8xQVIFA81r32V4E1MkT,"['aussietronica', 'australian electropop', 'australian indie', 'australian pop', 'edm']",Peking Duk
All Night,15iosIuxC3C53BgsM5Uggs,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'pop dance', 'swedish electropop', 'swedish synthpop']",Icona Pop
Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,"['dance pop', 'pop', 'pop rap']",Gucci Mane
What Do They Want from Me?,2A0F8R8k9vv7HqeQ4A3VMr,"['escape room', 'lgbtq+ hip hop', 'trap queen']",Ice Cold King
"Drive, Pt. 1",7rCQOKjvYBKSzcdJY4KH7S,['uk alternative pop'],Ben Khan
Light On,5fD0rnsQbidMHrYuM7xxyK,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
These Days,0PLbCyMLCnNd6E34FynqJM,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Bootleggin',28P6Cr4NvWmCrFj2hH66dU,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Fight Song,2awLlJw36MbKcgFnFWC7w5,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
New Wave,7ikHJI8Kd19vI10imjaNzW,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Good Friend,5LbH8qnrkcd3A3VV6GNrzW,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Bones,2iV4TfP75xLh7eHlItXVBF,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Intro (Slow),4i4gSh11ej1l1xoXC1lAeJ,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Straightjacket,19tFW57VlHygpz6drnb4Nv,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Worst,77Ie1Ig56qgxEG7UkRotBd,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Flare Guns,69B4b2ZLXZtADgzWk2RfpY,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Fake Denim,2qCmiYH5ol3nSo7SGUcdAM,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Don't You,5Nu5xLQwxcRQhKXuO9Su6O,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
60 Seconds,7unqjFhQj0yzN8PxTdraKj,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Walls,3vfCOp4q21VYbPov3nHQQX,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Tourist,3kRqxgDpMwPKiVYTXV2ZvV,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
One Day At A Time,7Lc7nopSC5ZJ7MWAllGhBq,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Always Been You,5ZhvIEpk5yURoZ6xAQzNZM,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Candle,0XNu9Mqd7TLnKRNVHpe6T5,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Iron & Steel,3q0NwIecnNK8DIE6m77PvI,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
What The Hell Happened To Us,2lTkTb68hFcTlfdBVzGLek,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Before It Burned,5qHINFJdLjWDDjOswcDACb,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Loyal,6jKVU3e0gnQLj3iifJBvVN,"['chillwave', 'ninja']",ODESZA
Lucid Dreams,0s3nnoMeVWz3989MkNQiRf,"['chicago rap', 'melodic rap']",Juice WRLD
Jubel,2mpsKeLCbdXkwEpZRNi4XD,"['deep house', 'deep tropical house', 'edm', 'new french touch', 'pop dance', 'tropical house']",Klingande
Sonnentanz (Sun Don’t Shine),7G5FO7sFeC7Idwu9cXzVNl,"['austrian pop', 'new french touch', 'tropical house']",Klangkarussell
Desire,5HG3mV4Fwh4es4HbI69pV3,"['dance pop', 'electropop', 'gauze pop', 'pop', 'post-teen pop', 'tropical house']",Years & Years
Desire - Gryffin Remix,6JzCO4ZzxAXhY86vTcqM1Q,"['dance pop', 'electropop', 'gauze pop', 'pop', 'post-teen pop', 'tropical house']",Years & Years
Youth,3bfZPCm4UrEEmrayPyxtbU,['uk alternative pop'],Ben Khan
Realla,3kqsetsOxWWCkE3UrbZCGV,"['chillwave', 'electra', 'future bass', 'vapor twitch', 'wonky']",TOKiMONSTA
Wake Up,6BOtDFg6GJm0rPUDuNmx57,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Fetty Wap
Come Back to Earth,01z2fBGB8Hl3Jd3zXe4IXR,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
What's the Use?,2dgrYdgguVZKeCsrVb9XEs,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
Perfecto,0Xcy81PsJCOO6mhLZaQyQ4,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
Self Care,5bJ1DrEM4hNCafcDd1oxHx,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
Wings,16umSNZfofRpDqTvf8DIAo,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
Ladders,39NDBdU5Xkm5pCFGa5kZtI,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
Small Worlds,4gT3mNJA8lnlkYFqGZ8IA2,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
Conversation Pt. 1,1oFEAWvPHP5TdSlmIs77sV,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
Jet Fuel,2JmFRXaJrkAUD2cs6U20KG,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
2009,6dFn6my1sHK2bcf23GlHwM,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
So It Goes,0EA2RhRHL4KWeNa7JfD1Yw,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller
Fais rien (Petit Biscuit Remix),4zu6g7gsPwiATpb4VKS9FO,"['chanson', 'ye ye']",Moi Je
I Wanna Know,7ykMO4py7Nvrgf2vUHBkzr,"['bass trap', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop dance']",RL Grime
This Ain't Over - Odd Mob Remix,6O4pYYcd9MdfXxpx8CLisV,['indie poptimism'],Alex Newell
Feels - Jai Wolf Remix,336jnmSTsmToI38KN4MQMe,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",Kiiara
Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix,2NAZcL9tLUkdMMb5v3xFVG,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",Ty Dolla $ign
Blasé (feat. Future & Rae Sremmurd) - Whethan Remix,62e5NIqgHCGTJH998FZTOh,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",Ty Dolla $ign
love gang (feat. Charli XCX),3jjUphDBlbPzWD3Ft3tya1,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
Do You Feel This Way (feat. Whethan),5p0UXw8VPvtgGEgBltcIwU,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'pop']",Kailee Morgue
All I Got,6euzJRzwBig3NESMppkxOK,['alternative hip hop'],Oliver Tree
Enemy,14oQGWPqh5BriU78hT19CE,['alternative hip hop'],Oliver Tree
Alien Boy,1gGhqfs2pDTOI30AEXMXrn,['alternative hip hop'],Oliver Tree
Aftertaste (feat. Opia),2iUb7DLswcEXEmsdD878no,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
Tourist,1gnYyhbQVmPskm6idTMrx3,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Happier - Kasbo Remix,3a1QSvzb3ypLc1QpXTs9mU,"['pop', 'uk pop']",Ed Sheeran
Send Them Off!,4Wg7VfvO7NVG57R8cSPDQG,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Bastille
Send Them Off! - Whethan Remix,041kWBRgMmVPjx9NWso59c,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Bastille
Pound Cake / Paris Morton Music 2,1HDaPtZuixue2q6VGNRdVO,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake
Promises (with Sam Smith),5N5k9nd479b1xpDZ4usjrg,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Calvin Harris
The Story Of Us,19tHCfzUSoy5HkpxcmbA0A,"['pop', 'post-teen pop']",Taylor Swift
Never Grow Up,74WBGgUnpKrJXt6TETfR6Z,"['pop', 'post-teen pop']",Taylor Swift
Enchanted,14LtANuaslKWyYbktUrHBU,"['pop', 'post-teen pop']",Taylor Swift
Mine,6LZaxlycSWrJZ4Volb25qx,"['pop', 'post-teen pop']",Taylor Swift
Sparks Fly,1q8E1FfFuhd12c5JcJwPxQ,"['pop', 'post-teen pop']",Taylor Swift
Mean,4N60XfcTE1ysLZGbYgnYXq,"['pop', 'post-teen pop']",Taylor Swift
Dear John,1ubvV5ECkm6nSI6g1HmbBK,"['pop', 'post-teen pop']",Taylor Swift
Bad Blood,273dCMFseLcVsoSWx59IoE,"['pop', 'post-teen pop']",Taylor Swift
Wildest Dreams,59HjlYCeBsxdI0fcm3zglw,"['pop', 'post-teen pop']",Taylor Swift
Out Of The Woods,5OndtwLGA9O6XHFcGm2H7r,"['pop', 'post-teen pop']",Taylor Swift
I Almost Do,31pEV5lPJi7btskZoUr2yu,"['pop', 'post-teen pop']",Taylor Swift
Delicate,6NFyWDv5CjfwuzoCkw47Xf,"['pop', 'post-teen pop']",Taylor Swift
Astronaut - Something About Your Love,4sG6J4S2FCuMr3oooYAwFS,"['aussietronica', 'australian indie', 'electropop', 'indietronica', 'modern rock', 'vapor soul']",Mansionair
Loving Is Easy,5EYi2rH4LYs6M21ZLOyQTx,"['bedroom pop', 'pop']",Rex Orange County
Berenstein,0VXI7SOcGQQ1SLjyJaaIEa,"['electropop', 'hopebeat', 'indie cafe pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']",The Band CAMINO
2 / 14,5sCvipEhpAhVhu3K6kzm1P,"['electropop', 'hopebeat', 'indie cafe pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']",The Band CAMINO
Colors - Stripped,5CtxUV4P7qDlgy7X8N32HP,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Halsey
Colors - Sam Feldt Remix,2dz44i35sJ2lmbh4RmBT6h,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Halsey
Colors - Audien Remix,3WtCu35qpzGCLIGa8pczdu,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Halsey
Talia,396UBHzxhcRoNYiIjRzEM9,"['alt z', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop', 'post-teen pop']",King Princess
Look At Us Now,2idTnDVMIFBqdoHodX8WQc,"['alt z', 'dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",Lost Kings
Silence - Slushii Remix,2jt1zmAB5VEY9TLNNiXLKW,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Marshmello
Work Out,3PdgIdRXJjgxfOr7slldel,"['canadian pop', 'pop', 'post-teen pop']",Chance the Rapper
Where Did I Go?,79OKfIXCPbNhZa3h1ZREag,"['alternative r&b', 'r&b']",Jorja Smith
Biking,2q0VexHJirnUPnEOhr2DxK,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Frank Ocean
Norf Norf,4uQ7wYsuL0DryknoDc11Hk,"['conscious hip hop', 'escape room', 'hip hop', 'rap', 'underground hip hop']",Vince Staples
Paradise,5se6K8sonaVJGu1mjj6ItC,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Big Sean
Begin - Recorded at Spotify Studios NYC,0q59zQZgCwEhwzzipPvWoZ,"['electropop', 'indie poptimism', 'new french touch', 'tropical house', 'vapor soul']",Shallou
Younger Days,73DoUyxCAGBTzr5RFOEHXo,"['indie folk', 'modern rock', 'stomp and holler']",Mt. Joy
Morocco,0ecM7uGyjgJnBliXS2fPP9,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Moon Taxi
Nothing Can Keep Us Apart,44zxTBWBecsNBFqYLj233B,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Moon Taxi
Dancing On Quicksand,42ADpNS02UiRbRGyRYypFS,"['indie pop', 'indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock']",Bad Suns
Off She Goes,277XsneDiv30dhONPCOmrF,"['indie pop', 'indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock']",Bad Suns
Daft Pretty Boys,41d2Q6DHcM20OdzynkRtvf,"['indie pop', 'indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock']",Bad Suns
I Don't Wanna Dance,5eLpZ8zv4yncE0RFZlRpD2,"['chillwave', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'shimmer pop', 'stomp and holler']",COIN
Cardiac Arrest,29BdX9SqHWyx7xEGF1Tf5V,"['indie pop', 'indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock']",Bad Suns
The Mother We Share,3PvzvltQZLIKk9YgoMP3Yq,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",CHVRCHES
Electric Feel,0vJvCnuxXL2BCSRa1ZoeNl,"['indie soul', 'vapor soul']",Henry Green
The Little Things (feat. Angela McCluskey) - Kasbo Remix,4KRkanYEoxAEBY5HDtYGU6,"['edm', 'electronic trap', 'electropop', 'vapor twitch']",Big Gigantic
"All of Me (feat. Logic, ROZES)",2HiH7eMk9aokfnIEFzWiMq,"['edm', 'electronic trap', 'electropop', 'vapor twitch']",Big Gigantic
Dubai Shit,6urLjX35oXXRYtcH1b3dCh,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Huncho Jack
Connection,3T4UodGkfZObJ43RtA5KFU,"['dance pop', 'piano rock', 'pop', 'pop rock']",OneRepublic
broken,6XcfKZvJio9Z0fQy11GnNX,"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",lovelytheband
Alone (Feat. Big Sean & Stefflon Don),3tbNT2X5tfMIVeUflYbZUZ,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Halsey
Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,"['canadian pop', 'pop', 'post-teen pop']",benny blanco
SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,"['rap', 'slap house']",Travis Scott
Budapest,7q0aQpiLv5tIsupcgQ3Ny4,"['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop', 'pop rock']",George Ezra
Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Tyga
Thunderclouds,5a8RPWgKSmcGBGcffmIrUi,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Sia
SWISH,55GiOwtxNajXVbpjjIzMnD,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Tyga
Nevermind,63SevszngYpZOwf63o61K4,['israeli pop'],Dennis Lloyd
Tie Me Down (with Elley Duhé),4QVS8YCpK71R4FsxSMCjhP,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Gryffin
In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,"['edm', 'electro house', 'pop dance', 'tropical house']",Dynoro
Happier,2dpaYNEQHiRxtZbfNsse99,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Marshmello
Live SheckWes Die SheckWes,0asxiZ68X8m2wuJwsabF6d,"['rap', 'trap', 'underground hip hop', 'vapor trap']",Sheck Wes
Mo Bamba,3QybPutx0Tjk472bBKjNWn,"['rap', 'trap', 'underground hip hop', 'vapor trap']",Sheck Wes
American Teen,312WNtMs3F28cUukaPY9bo,"['electropop', 'pop']",Khalid
Location,152lZdxL1OR0ZMW6KquMif,"['electropop', 'pop']",Khalid
Another Sad Love Song,52Qu0no0NBho3zyRmjlsHn,"['electropop', 'pop']",Khalid
Coaster,39KG4kom3enSx4GTThuDGt,"['electropop', 'pop']",Khalid
8TEEN,5bgwqaRSS3M8WHWruHgSL5,"['electropop', 'pop']",Khalid
Hopeless,3JTtZUOiZljuWbNiasfHB6,"['electropop', 'pop']",Khalid
Cold Blooded,34izzOmykADkGT27pUjUvJ,"['electropop', 'pop']",Khalid
Winter,4V3VshJLUTCIWa77YiAkvM,"['electropop', 'pop']",Khalid
Therapy,25YvGDl2zSE0pH8jrMZ6aY,"['electropop', 'pop']",Khalid
Shot Down,1Ob94QesoxHSBrypyBbdfd,"['electropop', 'pop']",Khalid
Keep Me,6SWHTMywuTXLFlMQ75cAuu,"['electropop', 'pop']",Khalid
Angels,67kXYrMTQbS7MVbXyGyxHm,"['electropop', 'pop']",Khalid
Let's Go,6AIccJIWHGK26xi34FAkwl,"['electropop', 'pop']",Khalid
Saved,248OFOZef6ShXv6DGgbnxU,"['electropop', 'pop']",Khalid
Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,"['electropop', 'pop']",Khalid
Blood on Me,37el170lJYr5CiWJFk207u,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Sampha
(No One Knows Me) Like the Piano,5zOnoB8FdZudDcPX4O8WqF,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Sampha
Too Much,6kIh5c8x8vzOe6OKW1X59U,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake
Stay Woke (feat. Miguel),3X9OVlc4YaL9nowxAVcJex,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Meek Mill
Remind Me to Forget,6xTU6B6nFwKKTSZ9ySXS80,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
Adorn,25cUhiAod71TIQSNicOaW3,"['dance pop', 'pop', 'r&b', 'urban contemporary']",Miguel
Breezeblocks,3n69hLUdIsSa1WlRmjMZlW,"['indie rock', 'modern rock']",alt-J
World Gone Mad,1ZyQGXH9dZ4AecevHhKUxi,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Bastille
Quarter Past Midnight,1etiUDkISHELzQGMY79ryt,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Bastille
Some Reason,6l1FgYgEML7S7Wt7p20UmL,['vapor soul'],Hazey Eyes
About You,6aHEqsFfO5ohJamyoOv2Jm,"['dancehall', 'reggae fusion']",Colouring
Young Hearts,3bp1AbnMkaCXELQXovwRdb,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
Better Not - Acoustic,5F7Q8pluSbCWA64Gcg5fOv,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",Louis The Child
Are You,3wqUIEuO44HNZxRGlaOMWq,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
Running,1iUqqJrrk98kuvtLM0yfA7,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
Brave Enough,2PaNQL6MhyTLquEuvdNKbo,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
Cross My Mind,4FjPJhlEIWB9QVKFTc78Nn,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
Not a Single Day (Interlude),6pm0czk8DMm7oV35jWkEki,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
Where I Wanna Be,5j4mKTvOu0cr4cooq57sm3,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
I Was Wrong,3a2MbZSw3NGRWHqsCJ4iQj,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
Feed the Beast,2driOHZZnMIlaUIt9e3SRD,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
Ain't Gonna Leave,76viqO3tGyWHYbJgmV2gfN,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
Annie,6se160dvONwrpI4G51bnVE,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
I Was Wrong - Robin Schulz Remix,4RNpfZR9Zm7efzuMghkPKb,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
