,name,uri,genres,artist
1032,Loup (Hide It Away),0eNgkMkysu0CEDJBORUQmJ,['deep new americana'],Quiet Hollers
1033,Charlie Boy (Live from CO),6ldVSFPHoBuqEbvqtaJSNt,"['folk-pop', 'modern rock', 'stomp and holler']",The Lumineers
1034,Me Rehúso,6De0lHrwBfPfrhorm9q1Xl,"['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'trap latino']",Danny Ocean
1035,Wild Girl,3IqwOIVNLdBs7av6n8Plrt,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']",Kito
1036,Often,4RdBZE3BH44wZXoj2vmjez,['alternative r&b'],Abhi//Dijon
1037,Naeem,1ff60tDWdcdVN6PtKQXWny,"['pop', 'post-teen pop']",Bon Iver
1041,I'm Not Alright,4otVP2TcJliXWq2GjkvWkR,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",Loud Luxury
1042,Olivia,5dONhl6aXFuN86UBdayF6W,"['boy band', 'pop', 'post-teen pop', 'talent show']",One Direction
1043,Golden,45S5WTQEGOB1VHr1Q4FuPl,"['pop', 'post-teen pop']",Harry Styles
1044,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,"['pop', 'post-teen pop']",Harry Styles
1045,XO,7cpCU3Denug5NGZsSpQl8v,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
1048,Piano Man,70C4NyhjD5OZUMzvWZ3njJ,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",Billy Joel
1049,Win You Over (feat. Soak),7piA9DxQTCKwxXWOOK7zXZ,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
1050,Violence),2tpggu2I0gzR4cHBQRuHj6,[],Dijon
1051,CRYBABY :*(,0psWKCR3qW2qqyCTAbCFtO,[],Dijon
1052,Nico's Red Truck,4zHC1zzSAV2xR7OlUqo2Oz,[],Dijon
1053,Drunk,2cUV93Y7FLGR42ycRRf0bL,[],Dijon
1054,Skin,467t3218y3yihFcyDGWjr0,[],Dijon
1055,Remember Me,630Ug0XtmhhFvAKo0PNuEI,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",UMI
1056,Marceline,0RCpze7hmowZIGUJs9Dm7w,"['pop', 'post-teen pop']",WILLOW
1057,Above the Clouds,02p9EeaQinGbAJHSOnn6ws,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",SŸDE
1058,Sanctuary,3xaugmCyXrVkrDTXbFkMW3,"['alternative r&b', 'viral pop']",Joji
1059,Let Go Today,3FUWD1PXnb6wxRpxqEp1zc,"['alt z', 'chill pop', 'chill r&b', 'electropop', 'indie cafe pop', 'indie poptimism', 'la pop', 'pop']",Shoffy
1060,Watermelon Sugar,1e9oZCCiX42nJl0AcqriVo,"['pop', 'post-teen pop']",Harry Styles
1061,Solace,0hCjFmHUi6BtJO6FjYgDYf,"['australian electropop', 'indietronica']",RÜFÜS DU SOL
1062,Line Of Sight - Chet Porter Remix,362ahttDO5f8E5cDF6Gcq8,"['chillwave', 'ninja']",ODESZA
1063,Treat You Better - Single Edit,5lzHDkFLN01bKatvKQC0lO,"['australian electropop', 'indietronica']",RÜFÜS DU SOL
1064,Your Tempo,4fHBQYB1GIWVQTl84yF08D,"['edm', 'electronic trap', 'electropop', 'vapor twitch']",Kasbo
1065,More Than Friends,5JEnzGH3C2PnNnKZwjyLyJ,['indie electropop'],Andrey Azizov
1066,Across The Room - Yung Heat Rendition,312diRT7oDbrkY5F7JH609,"['chillwave', 'ninja']",ODESZA
1067,Tangerine Skies,0V31AEsMGwX9nKJn70zy0n,"['indie anthem-folk', 'montreal indie']",Edwin Raphael
1068,Frankenstein,2dN1s2HkuZMfjoT2QNHBy4,"['bedroom pop', 'indie anthem-folk']",Angus Maude
1069,WILD,5Ga3CEWbxx7d5DowD2HUHD,[],Dijon
1070,Into Something,3DKeq09Kmaqm8lXSsaMFWO,[],smle
1071,Sleep Alone (feat. Ella Boh),7uGtN1U8xuycWLEBHlwNDz,[],Ella Boh
1072,Groceries,4x0pNOZ5r6kJMjsvsoliBm,"['alternative dance', 'edm', 'indie poptimism', 'indie soul', 'indietronica', 'nu disco', 'pop', 'tropical house']",Mallrat
1073,Rich Girl,0qRR9d89hIS0MHRkQ0ejxX,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Daryl Hall & John Oates
1074,Dance Monkey,2XU0oxnq2qxCpomAAuJY8K,"['australian pop', 'pop']",Tones And I
1075,Floating (feat. Khalid) [filous Remix],3Vtl4Xc9cKVs1UoenXtScn,"['alternative r&b', 'electropop', 'etherpop', 'pop', 'post-teen pop', 'r&b']",Alina Baraz
1076,Cut Your Teeth - Kygo Remix,1y4Kln6VEjQMpmHW7j9GeY,"['metropopolis', 'shimmer pop', 'tropical house']",Kyla La Grange
1077,Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,"['bedroom soul', 'pop']",Surfaces
1078,Lost (feat. Chelsea Jade),50pEs4BEQlgoZo6rKHNtEA,"['edm', 'electropop', 'future bass', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house', 'vapor soul', 'vapor twitch']",Jai Wolf
1079,Suffer,2waH47ZaqIWDk976W9Lqf8,"['new french touch', 'tropical house']",Petit Biscuit
1080,Whatever You Want,51zNBPna773TdunfRtIhZ5,['vapor soul'],Vasser
1081,Notorious,74cvkvTVxAXCew97vBnYiy,"['bass house', 'edm', 'electro house', 'electronic trap', 'house']",Malaa
1082,The Morning,6u0dQik0aif7FQlrhycG1L,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd
1083,Underwater,5ZvHcR4OSwvEV5IhigbTOT,"['australian electropop', 'indietronica']",RÜFÜS DU SOL
1084,Piece Of Your Heart,1DFD5Fotzgn6yYXkYsKiGs,"['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']",MEDUZA
1085,Talk - Disclosure VIP,3uXHSf9sSIpOJWuC1H8DiU,"['electropop', 'pop']",Khalid
1086,Final Song - Diplo & Jauz Remix,0gahmokctHhYjyR3ZUGr7L,"['lgbtq+ hip hop', 'pop rap']",MØ
1087,What Now,0aUWfpD3PlSv3FTTKcT2rN,"['detroit hip hop', 'hip hop', 'rap']",Rihanna
1088,Something About You (with Rudimental),3hYdai5p5sQ3vAmHQ6uaK6,"['house', 'pop dance', 'tropical house']",Elderbrook
1089,Please Don't Go,6jg5SRvdGxvJ0DzNV0UqEK,"['dance pop', 'pop', 'pop rap']",Mike Posner
1090,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,"['electropop', 'pop']",Billie Eilish
1091,Free (with Drew Love),64BKKgWdKdmKlQDzRfHW3C,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",Louis The Child
1095,Lover,1dGr1c8CrMLDpV6mPbImSI,"['pop', 'post-teen pop']",Taylor Swift
1096,Lover (Remix) [feat. Shawn Mendes],3i9UVldZOE0aD0JnyfAZZ0,"['pop', 'post-teen pop']",Taylor Swift
1097,Lose You To Love Me,1HfMVBKM75vxSfsQ5VefZ5,"['dance pop', 'pop', 'post-teen pop']",Selena Gomez
1098,Pussy Is God,6VCeywT4JeawuZOUkQ1okx,"['alt z', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop', 'post-teen pop']",King Princess
1099,Dancing On My Own - Tiësto Remix,014J7jX1wSv0manSdRnveo,"['indie cafe pop', 'pop']",Calum Scott
1100,Scars To Your Beautiful,0prNGof3XqfTvNDxHonvdK,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Alessia Cara
1101,Drugs & The Internet,08MK0puV4ESIZ7vKjiCppb,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
1102,Make It Right (feat. Lauv),314ZkcV7oLWG8yWE7LABvH,"['k-pop', 'k-pop boy group']",BTS
1103,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",3y3brCCecHC3Db18aIOnny,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
1104,Feelings,0y675KDleCZEudjoeL1sQQ,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
1105,Sold Out Dates (feat. Lil Baby),55WLWX71YkHt2tSucNIf1g,"['pop rap', 'rap', 'trap']",Gunna
1106,I Wanna Know,4ToogKQq58R9TvO40qRuxi,"['bass trap', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop dance']",RL Grime
1107,You Belong With Me,3GCL1PydwsLodcpv0Ll1ch,"['pop', 'post-teen pop']",Taylor Swift
1108,You and I,4oeRfmp9XpKWym6YD1WvBP,"['acoustic pop', 'ectofolk', 'indiecoustica', 'lilith', 'neo mellow', 'pop', 'pop rock']",Ingrid Michaelson
1109,Don't Leave - Gryffin Remix,2ygxpFIvfVzti5zcpkSmue,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']",Snakehips
1110,Nothing Like You (feat. HANA),0nC1pxQNPsQwW2keoIFBnx,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Gryffin
1111,Follow God,2QpGZOhTCHHiKmpSO9FW4h,"['chicago rap', 'rap']",Kanye West
1112,Just a Friend,3yNVfRQlUPViUh8O2V9SQn,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",Biz Markie
1113,Bleeding Love,7wZUrN8oemZfsEd1CGkbXE,"['british soul', 'dance pop', 'europop', 'pop', 'post-teen pop', 'talent show']",Leona Lewis
1116,So Close,7FjZU7XFs7P9jHI9Z0yRhK,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",NOTD
1117,Dancing With A Stranger (With Normani) - Cheat Codes Remix,0GfS3y8Jd7SHWd9R51s7Fo,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
1118,California - Chris Lake & Matroda Remix,3i9Tr3Vp2gjT8EsVKGt1N3,"['bass house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive house', 'tropical house', 'vapor twitch']",SNBRN
1119,W2LEEZY,6vN61JHkrDJYYhupL4y2tJ,"['melodic rap', 'vapor trap']",Justin Rarri
1120,Lockjaw (feat. Kodak Black),7iaw359G2XT14uTfV9feip,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",French Montana
1121,My Klik (feat. John Wicks & JackBoy),1MFV8Xs2GQSvkWBXtbgAul,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1122,Unexplainable,23sTo4xL7IuKBOcMEdDWDb,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1123,Need a Break,2rrKdtGXerKdVv0DtTRr3G,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1124,6th Sense,187HvvI7TMhA5Msqqxqo4O,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1125,Change My Ways,7hq6qrZNdWmBLCeNeEtSG7,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1126,Versatile,0puKS9mGfltVLx23BGyfmi,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1127,Twenty Two and Some Change,2DH4o8galauNSIlxyMITmC,"['indie cafe pop', 'indiecoustica']",Stephen Day
1128,Hannah Hannah,7n48Dr7f6shwiGn4SBvv4a,['deep new americana'],Próxima Parada
1129,Cookies & Sherbert,7jLflxtzRPpeifPi4yIcZv,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap']",Rich The Kid
1130,Hello (feat. Dragonette),3sl4dcqSwxHVnLfqwF2jly,"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'tropical house', 'vocal house']",Martin Solveig
1133,Oh Nanana - Remix,69PqVX29aZhDGFlG2SKxFy,[],dj 6rb
1134,Now Time,4ammhnRaT3yYHrN0OAYir2,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1135,This Groove,6ZvLKwgPKlyZtDPkTWjPI7,"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",Oliver Heldens
1136,$150 / roll widdit,2L9mXwt6vJ3FxVxf7jsGkd,"['alternative r&b', 'indie r&b', 'memphis hip hop']",Healy
1137,Phone Numbers,3f9Mzvd3URfbbIJBX4pz9Z,"['alternative pop rock', 'pop', 'pop rap']",Dominic Fike
1138,Virtual (Blue Balenciagas),4dqkKnzOJ3fWduqKcHi374,"['melodic rap', 'trap']",YNW Melly
1139,Great Summer - Soundtrack Version Genre Alternative,471RMuDrTQqwjdaZ3zLp9L,"['folk-pop', 'modern rock', 'pop', 'pop rock']",Vance Joy
1140,Can I,6gcxng9dLaBV9EHNUDfYX1,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1141,Fat Bottomed Girls,39sH8Fl415P7O8GRP1Td6Z,"['electropop', 'modern rock', 'pop', 'pop rap']",Queen
1142,Panini,6fTt0CH2t0mdeB2N9XFG5r,"['lgbtq+ hip hop', 'pop rap']",Lil Nas X
1143,Real Hitta (feat. Kodak Black),1fnRwgZLgAYMM1dVL1oqwG,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Plies
1144,First Love,6utv1xxjU7R8nMSzYBPsnz,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1145,Calling My Spirit,2MShy1GSSgbmGUxADNIao5,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1146,Roll in Peace (feat. XXXTENTACION),40oKW22ZNNkEdZLJTScaQI,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1147,Don't Wanna Breathe,567CrVjCl2p3qmZqMKfOD9,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Kodak Black
1148,Sorry,6y1UtRcHQU07aUs3oxZ8Yn,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",Joel Corry
1149,Myself,2cvOfKHOHgwQlLiuLKP2xR,"['dfw rap', 'melodic rap', 'rap']",Post Malone
1150,Allergic,1YscJ7yVTlFxW3eF6pv5ba,"['dfw rap', 'melodic rap', 'rap']",Post Malone
1151,Circles,21jGcNKet2qwijlDFuPiPb,"['dfw rap', 'melodic rap', 'rap']",Post Malone
1152,Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,"['pop', 'uk pop']",Ed Sheeran
1153,Sweet Emotion,24NwBd5vZ2CK8VOQVnqdxr,"['album rock', 'classic rock', 'hard rock', 'rock']",Aerosmith
1154,Higher Love,6oJ6le65B3SEqPwMRNXWjY,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
1155,Remind Me to Forget,5sIx4BlfYGuZeSLF40N9GH,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
1156,Hair Down (feat. Kendrick Lamar),6sq5mqtS3jwJjvBHALknJH,"['adult standards', 'funk', 'motown', 'quiet storm', 'soul']",SiR
1157,So High,3Q16xD0iciT7MZH4FTiCa4,[],Delus
1158,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Lil Baby
1159,Heartless (feat. Morgan Wallen),0rFQ5cKYJ9WtHSKp9sxVYt,"['bmore', 'dance pop', 'edm', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",Diplo
1160,Holla If Ya Hear Me,4DejCtKBAlGJzgYmxqREY3,['underground hip hop'],Kweku Collins
1161,Belly of The Beast,6KctApRdRLEEhzFJLhJfCr,"['pop rap', 'rap', 'trap']",Gunna
1162,Just The Same,3xPZKgZeIPb8vHa1UJH5Rz,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']",Charlotte Lawrence
1163,Bright Lights,4C1pYi7k7SgQJFqeJ6nLHV,"['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk']",Ziggy Alberts
1164,Gone (The Pocahontas Song),6m8mbyoMIs5Tg8HNfStrjQ,"['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk']",Ziggy Alberts
1165,Days in the Sun,7HflJMLb7Fk46J3Hied46l,"['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk']",Ziggy Alberts
1166,Wildflower,7LtXLOxoIa4McVvbH2bcfn,"['afro dancehall', 'afropop', 'afroswing', 'azontobeats', 'nigerian pop']",KOLE
1167,girlfriend,3UPBYd4oGa7D7DZKU2ACYd,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']",Bea Miller
1168,All The Time,0qI1W6chJgvrSAzAkX9JBa,"['canadian indie', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']",Bahamas
1169,gray,6k8Z9CtoRLk9mXarke5LHQ,"['indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",slenderbodies
1170,Lava,0anZ7olFcAsmx5hP517Rwn,"['bedroom pop', 'modern rock', 'oakland indie']",Still Woozy
1171,London Bridge,7jRoWfRlLnGYEIEn4t4kbq,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']",Fergie
1172,Try,2Q3uUxPpTKY4MjY5SRFSHK,"['alt z', 'dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",Lost Kings
1173,Dance With U,4p5X7izeyUV5JOzWSsA5Oq,[],Staring in Spaces
1174,Uglykid (feat. Elohim),22PwOWw8o8ppPbZ6M3obzf,"['emo rap', 'sacramento hip hop', 'social media pop']",Hobo Johnson
1175,Ghost,0gKE7ZiMuWdVTeh8YYY8PN,['underground hip hop'],Kweku Collins
1176,I Wanna Know (feat. Bea Miller),18W92Zm1KjLCbUIszOhpkD,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",NOTD
1177,There's No Way (feat. Julia Michaels),2hnxrRNzF74mdDzpQZQukQ,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
1178,Sad Forever,4a5zacCsHLtMC2mcxkqWwn,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
1179,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
1180,"fuck, i'm lonely",322tcqPhma7F6hfCeLisx0,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
1181,Paradise,0Rx0DJI556Ix5gBny6EWmn,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",Bazzi
1182,Closing Time,1A5V1sxyCLpKJezp75tUXn,"['alternative rock', 'pop rock']",Semisonic
1183,Sit Next to Me,4BdGO1CaObRD4La9l5Zanz,"['indietronica', 'modern rock', 'pop', 'rock']",Foster The People
1184,Heat of the Summer,649o53ULWYN1y7V2OI5kgo,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
1185,Someone To Spend Time With,0qQ9VcVPkWDTnff6HIhISU,['latinx alternative'],Los Retros
1186,Beat the Sunrise,7th2B8tA26On1RAt2WmnMI,"['bass house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive house', 'tropical house', 'vapor twitch']",SNBRN
1187,I Got You - SNBRN Remix,085czg1ZYAzX9R9PQqSMLe,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Bebe Rexha
1188,LIKE I WOULD,1zWMf9bVyhY5W3ZORbjNWt,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",ZAYN
1189,BeFoUr,7ofgPlilLgcw6G7fd2zNpT,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",ZAYN
1190,You + I,3rSkiyzwE3oQXhvMqobU0e,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
1191,Call Me Back,14KP6cmTImZmrcAC5m0Azd,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
1192,God Made Man,5EnsBxusiVaXuGqPV29guw,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
1193,Islands,7JtxP4YfEwrnParaSgTC3M,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
1194,i can't breathe,1qFMIjTe9esCDiytqUY19t,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']",Bea Miller
1195,feel something,7JDWhC422Gtk1Bq0mL3OTC,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']",Bea Miller
1197,Big Jet Plane,5Z1U0knfYnsfvZycgDeOiC,"['australian indie folk', 'indie folk', 'stomp and holler']",Angus & Julia Stone
1199,Wild Horses - 2009 Mix,52dm9op3rbfAkc1LGXgipW,"['british invasion', 'classic rock', 'rock']",The Rolling Stones
1200,My Girls,2gE0khQ948RYQOeTgCUL2a,"['alternative dance', 'alternative rock', 'art pop', 'art rock', 'baltimore indie', 'chillwave', 'dream pop', 'experimental pop', 'freak folk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'noise pop']",Animal Collective
1201,Light On - Winston Marshall Remix,7HaW3zLhVifBhNb8RJmumA,"['indie pop', 'pop']",Maggie Rogers
1202,Alaska,4HfLQJtVT1KiX1eVedDyTm,"['indie pop', 'pop']",Maggie Rogers
1203,Fallingwater,2CPLGREl5ahzA2WPBMkpxh,"['indie pop', 'pop']",Maggie Rogers
1204,Light On,6UnCGAEmrbGIOSmGRZQ1M2,"['indie pop', 'pop']",Maggie Rogers
1205,Sex on Drugs,5j8lazIFQ2pcCmx82Q9JOi,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
1206,Sex,4MxnJdiUKsor5iyuCHQj5H,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
1207,Panama,4RtexJZ1OyRkDNlqVUt8Zt,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
1208,Alive,24zfbM3UORHzHmoMfaB5uM,['rain'],YOG$
1209,Middle Finger,3o8bovLXjsxsFBTXajm1VA,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Phoebe Ryan
1210,Shallow,2VxeLyX666F8uXCJ0dZF8B,"['dance pop', 'pop', 'post-teen pop']",Lady Gaga
1211,Tired of Waiting for You,3sFnC76vUu0dtHUM5Z5bLL,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",The Kinks
1212,All Day and All of the Night,78JmElAFmrPNhLjovDR9Jm,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",The Kinks
1213,Lola,0UAJH0k4k3slcE83a9UGCe,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",The Kinks
1214,Make Them Wheels Roll,38RoOyatCm5kpj3yhaIy99,"['bedroom pop', 'indie pop', 'pop']",SAFIA
1215,"Together, Locked Safely",1eOJjNp56vDmmQsPbNb2ny,"['bedroom pop', 'indie pop', 'pop']",SAFIA
1216,Shrike,5uIYONgpUQ7t0v7D6CTMBt,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
1217,Resolution,2G7nTcfurde3OIMoA7nOnv,"['bedroom pop', 'indie pop', 'pop']",SAFIA
1218,Bound To You,6MIwdFXHnImyz1TmsuUrEB,['canadian electropop'],Jocelyn Alice
1219,6's to 9's (feat. Rationale),4DAaQ5InUO23d8yNRbB0Yj,['electropop'],Big Wild
1220,Safe - Shallou Remix,0qcgRspQFUIxcgKbEfhEtq,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Daya
1221,Find,3a1DVjwshmHW9DR7pJMTaR,"['electropop', 'indie poptimism', 'new french touch', 'tropical house', 'vapor soul']",Shallou
1222,count on,48o9xqLcWr5sPqNAJF9ft1,"['electropop', 'indie poptimism', 'new french touch', 'tropical house', 'vapor soul']",Shallou
1223,Milk & Coffee,3892iPhCn6bo6T6hr661Eh,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
1224,Freak Like Me,6tnVrxzyQPbtV1IG8BbpxD,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
1225,Wait,2YyXqxmz1Xw4jBau3rARoc,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
1226,Silvertongue,0yTJtxZJ5VLfBEHhiNUNeY,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
1227,My Body,1KDYN3odJHnj9pqGHN3FVs,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
1228,Superposition (Reflection),4AIXupzdmKbJAZ3JrfQOfr,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
1229,On + Off,2kvwSbG26eHKUJdvH7DiR2,"['indie pop', 'pop']",Maggie Rogers
1230,Ski Mantra,4ERBPaz0BMPGZHC5QQTCGw,['nz indie'],Young Lyre
1231,Temporary Love,2U6hcDLZHYRSd9Up0mMe9W,[],The Brinks
1232,"Go Loko (feat. Tyga, Jon Z)",1kK6DwzyXJSp58u5HYWwuD,"['pop', 'pop rap']",YG
1233,I Don't Care (with Justin Bieber),0hVXuCcriWRGvwMV1r5Yn9,"['pop', 'uk pop']",Ed Sheeran
1234,Antisocial (with Travis Scott),1DhRbox3xkceP64k3JeYfW,"['pop', 'uk pop']",Ed Sheeran
1235,The London (feat. J. Cole & Travis Scott),7DcvwMAiqKJQD1rrdfxSDx,"['hip hop', 'rap', 'trap']",Young Thug
1236,Goodbyes (Feat. Young Thug),6vBdBCoOhKHiYDDOcorfNo,"['dfw rap', 'melodic rap', 'rap']",Post Malone
